,leniency,reachability,performance,level
141,5.0,35.0,5.762051382780177,wwwwwwwwwwwwwwwwwwwwwwwww w.........2.............w w.......w...............w ww......................w w....2..3............3..w w...........A...........w w.w..1................+.w w..............w........w w...........w...........w w..g...w................w w.......................w w.......w.........w..w..w w.................w.....w w...w...................w wwwwwwwwwwwwwwwwwwwwwwwww
142,5.0,37.0,5.817111159963204,wwwwwwwwwwwwwwwwwwwwwww w..................+..w w.....................w w.....................w w.....................w w.....................w w.....................w w.....................w w...........A..w......w w..............2......w w...3.........w.......w w....3................w w.....w...............w w...............2.....w w...................w.w w...w......w..........w w.....................w w.....................w w.....................w w.....w.........g.....w ww..........w......w.ww w...............1.....w wwwwwwwwwwwwwwwwwwwwwww
143,5.0,38.0,5.84354441703136,wwwwwwwwwwwwww w1w..........w w............w w...ww..w....w ww...........w w............w w......A.....w w............w w........g...w w....1.....1.w w............w w............w w............w w.......2....w w............w w............w w............w w..1.........w w+...........w w.ww.........w w...........ww wwwwwwwwwwwwww
144,5.0,39.0,5.869296913133774,wwwwwwwwwwwwwww w1w...........w w.............w w.w.ww...w....w ww............w w......A......w w.............w w.........g...w w...........1.w w.............w w.............w w.......w.....w w.......w2....w w.............w w.............w w.............w w..1..........w w+............w w.ww..........w w3......w....ww wwwwwwwwwwwwwww
145,6.0,5.0,4.248495242049359,wwwwwwwwww w..g.w1..w wA.+...31w w..3...31w wwwwwwwwww
146,6.0,8.0,4.499809670330265,wwwwwwww w......w w.323.1w w......w w.g.+..w w....1.w w......w w....A.w w..1w..w wwwwwwww
147,6.0,9.0,4.574710978503383,wwwwwwwwwwwwwwww w..............w w...3..........w w.w....+..g....w w...3..w.......w w.....1........w w..2..A..3.....w w.w.........w.ww w..............w w......w.ww....w ww............ww w..............w w..............w w.........w.1..w w..............w w..............w w....w.....w...w wwwwwwwwwwwwwwww
148,6.0,10.0,4.653960350157523,wwwwwwwwwwwww w.1.......23w w.+g.2.www..w w.........w.w w...ww.....ww w.......3...w ww.......w..w w..w........w w..w........w w.A.....2...w wwwwwwwwwwwww
149,6.0,11.0,4.727387818712341,wwwwwwwwwwwwwww w....ww.......w w.............w w.3...2..w..A.w w...........g.w w.......w+....w w.........2.w.w w.....3.w....ww w.........2..3w wwwwwwwwwwwwwww
150,6.0,12.0,4.795790545596741,wwwwwwwwwwwwwwwwww w..w.....A.......w w.1.............gw w...w...3.1..+..ww w.............2..w w.w.....w32......w w......w.........w wwwwwwwwwwwwwwwwww
151,6.0,14.0,4.919980925828125,wwwwwwwww w.......w w...3A..w w.....1.w w.......w w3....w.w w....3..w w....w2.w w.......w w+......w wg..ww..w w......2w wwwwwwwww
152,6.0,15.0,4.976733742420574,wwwwwwwww w1.w..w.w ww..w..ww w...+...w w.......w ww....1.w w.......w w....g..w w..2....w w....12.w w..A...ww w.......w w.......w w....w..w w.......w w.......w w......1w wwwwwwwww
153,6.0,16.0,5.0369526024136295,wwwwwwwwwwwww w...........w w1....w.w...w w2.........1w w.......w...w w...........w w.w3......3.w w.w.....w.g.w w.....w.....w w...........w w..w.......2w w.A.........w w..+.....w..w ww.w........w wwwwwwwwwwwww
154,6.0,17.0,5.087596335232384,wwwwwwwwwwwwww w............w w.2....w.w.w.w w.......1....w w.....w.....ww w..........3.w w.w......w.g.w w...2..w.....w w............w w...w.......2w w.A..........w w...+.....w..w w...w....3...w wwwwwwwwwwwwww
155,6.0,18.0,5.14166355650266,wwwwwwwww w.....w.w w.w1.w.ww wA......w w.......w w.w...1.w w.3.....w w..g.w1.w w....3..w w...w.1.w w.w.....w w.......w w+......w w.......w wwwwwwwww
156,6.0,19.0,5.187385805840755,wwwwwwwwwwww w........2.w w.........ww w......g...w w..........w w..........w w....w.....w w.......w..w w..........w w..........w w...+......w w..........w w..........w w...1......w w3....3....w w..........w w..A......ww w.......3..w w.....3....w w.........ww w......w...w wwwwwwwwwwww
157,6.0,20.0,5.236441962829949,wwwwwwwwwwwwwww w..........w..w w.............w w..........1..w w.............w w.............w w...........2.w w..w...g......w w..w..........w w.............w w.............w w.............w w.............w w.......1.....w w.............w w........2....w w.1...........w w.............w ww............w w............3w w....+........w w.w....A......w w.............w wwwwwwwwwwwwwww
158,6.0,21.0,5.2832037287379885,wwwwwwwwwwwwwwwwwwwwwwwww w........1w.....w...w...w w...........w...........w w.......2..w............w w...............3.+.....w w....w........A.....3...w w.....g.................w w......w................w w3........w.............w w.............2.........w w...w.........w.........w wwwwwwwwwwwwwwwwwwwwwwwww
159,6.0,22.0,5.3230099791384085,wwwwwwwwwwwwwwwwwwwwwww w.........1...........w w.....................w w.....................w w.........3...........w w.w...................w w.....+........2......w w..................A..w w..3..3...............w w..g......2...........w wwwwwwwwwwwwwwwwwwwwwww
160,6.0,23.0,5.365976015021851,wwwwwwwwwwwwwwwwwwwwww w....................w w....w...............w w.............w......w w.........1..........w w..2.................w w................w...w w....................w w.........2........2.w w...w................w w....................w w.......w.w..w.......w w............w.....w.w w................w...w w...............A.+..w w..........2.........w wg........w..........w w....................w w.....2..............w wwwwwwwwwwwwwwwwwwwwww
161,6.0,24.0,5.407171771460119,wwwwwwwwww w........w w........w w+1.....ww w........w w........w w2.....w.w w.....1..w w3.......w w........w w.A...w..w w...2.1..w w.....g..w wwwwwwwwww
162,6.0,26.0,5.480638923341991,wwwwwwwwwwwwwwwwwwwwwwwww w.......................w w.......................w w....w...............2..w w...............w.......w w..........1...w........w w.......................w w............1..........w w.......................w w...w...................w w.......................w w..........w..w.........w ww......................w w..3..........w.......w.w w.........2.........w...w w..............2...A.+..w w.......................w wg.........w............w w.......................w w.......................w wwwwwwwwwwwwwwwwwwwwwwwww
163,6.0,27.0,5.517452896464707,wwwwwwwwww w.+.....3w w......g.w w........w w.......2w w........w w........w w......2.w w........w w...w...1w w2.......w w........w w........w w........w w........w w........w w.....2..w w....A...w wwwwwwwwww
164,6.0,28.0,5.552959584921617,wwwwwwwwwwwwwwwww w...............w w...............w w......w........w w...............w w.............w.w w.2......w.2....w ww....2.........w w...........+...w w..............2w w...............w w.......w.......w w..1...w........w w...............w w..............ww w...........g...w w...............w w...............w w...............w w...A...........w w...............w w.........ww....w w............1..w w...............w wwwwwwwwwwwwwwwww
165,6.0,29.0,5.58724865840025,wwwwwwwwwwwwwwwww w...............w w........1......w w1..............w w......w........w w...............w w.............w.w w.2.......w.2...w ww....2.........w w............+..w w...............w w...............w w.......w.......w w..1...w........w w...............w w..............ww w............g..w w......w........w w...............w w...............w w...A...........w w..........ww...w w...............w w...............w wwwwwwwwwwwwwwwww
166,6.0,30.0,5.616771097666572,wwwwwwwwwwww w..+.......w w.....wg...w w..w.......w w.....w..22w www........w w........w.w w......2...w w..........w w..........w w..........w w..........w w.........ww w......w...w w..........w w..........w w..........w w..........w w..........w w.....2....w w.3....3...w w..........w w....A.....w wwwwwwwwwwww
167,6.0,32.0,5.680172609017068,wwwwwwwwwwwww w..+........w w......wg...w w...........w w......w..22w www.......w.w w.........w.w w.......2...w w...........w w...........w w...........w w..........ww w.3.....w...w w...........w w...........w w...........w w...........w w...........w w...........w w......2....w w.3.........w w...........w w.....A.....w wwwwwwwwwwwww
168,6.0,33.0,5.71042701737487,wwwwwwwwwwwwww w..+.........w w.......wg...w w............w w.......w..22w www........w.w w..........w.w w........2...w w............w w............w w............w w...........ww w.3..........w w............w w............w w............w w............w w............w w.......2....w w.3..........w w............w w......A.....w wwwwwwwwwwwwww
169,6.0,34.0,5.739792912179234,wwwwwwwwwwwwwwwwwwwwwwww w......................w w...3......w...........w w......................w w.....................ww wg................w....w w..........1.w....2....w w.....3.w.........w....w w......................w w..........w...........w w...A...........+......w w..w.............3.....w w....2.................w wwwwwwwwwwwwwwwwwwwwwwww
170,6.0,39.0,5.872117789475416,wwwwwwwwwwww w..........w w.w.w......w ww.........w ww..2......w w...w.A....w w..........w w....1...g.w w...1.....1w w..........w w..........w w..........w w..........w w..2....2..w w..........w w..........w w..........w w..........w w+.........w w.w........w w......w...w w..........w wwwwwwwwwwww
171,7.0,8.0,4.564348191467836,wwwwwwwwwwwwww w............w w...3........w w.w....+.g...w w...3..w.....w w..1..1......w w..2..A......w w.w........www w............w w..1...w.w...w ww..........ww w............w w............w w........w.1.w w............w w............w w....w....w..w wwwwwwwwwwwwww
172,7.0,9.0,4.634728988229636,wwwwwwwwwwwww w.1.......23w w.+g.2.www..w w.........w.w w...ww......w w......23...w ww.......w..w w..w........w w.A.....2...w wwwwwwwwwwwww
173,7.0,10.0,4.700480365792417,wwwwwwwwwwwwww w...3..21w1..w w.w..w..+...1w w2www.A3w...gw wwwwwwwwwwwwww
174,7.0,11.0,4.762173934797756,wwwwwwwwwwww w2.........w w...g...+..w w..........w w.w...w3...w w1........Aw w.........ww w..........w w..........w w......w...w w..........w w..........w w..........w w13........w w..........w w2.........w w..........w w........w.w w.......w..w w..........w w..........w ww.w.......w w.....2....w w..........w wwwwwwwwwwww
175,7.0,12.0,4.8283137373023015,wwwwwwwwwwwwwwwww w..w.....A3.....w w.2.............w w.1...w..w...3.gw w..2w...3.w.+..ww w.w.....w3......w w......w........w wwwwwwwwwwwwwwwww
176,7.0,13.0,4.890349128221754,wwwwwwwwwwwwwwwwwwww w.........2.w......w w...........w...3w.w w..................w w.........g........w w..w+......3.....w.w w..........w....w.3w w.....A....w3...2w.w w.......1....w.....w wwwwwwwwwwwwwwwwwwww
177,7.0,14.0,4.948759890378168,wwwwwwwwwwwwwwwww w....A.ww.....2.w www...w.13..g..ww w...+.2.........w w.2....3...3..w.w wwwwwwwwwwwwwwwww
178,7.0,15.0,5.003946305945459,wwwwwwwwwwwwwwwwwwww w............3.....w w..A...............w w...1.1w...w.......w w..............1...w w.........w.....w..w ww............w2.w.w ww.................w w.......+w......w.2w ww........1........w w.......g..........w wwwwwwwwwwwwwwwwwwww
179,7.0,16.0,5.056245805348308,wwwwwwwwwwwwwwwwwwwwww w.3....A.3w.....1....w w3w.........w........w wg......2............w w.1...............1..w w......w.....w.....w.w w+..................ww w..........w.........w wwwwwwwwwwwwwwwwwwwwww
180,7.0,17.0,5.10594547390058,wwwwwwwwwwwwwwwwwww w.................w w.................w w..........w..w...w w.......w.w..w3...w w.....w..........ww w........w.1......w w.........w.......w w................ww w....2............w w.g...+.........w.w w.................w w.....w..w........w w.................w ww................w w.............1...w w....w2...........w w.A.............3.w w.................w w.................w w.................w w...w.............w w.3..........w....w wwwwwwwwwwwwwwwwwww
181,7.0,19.0,5.204006687076795,wwwwwwwwwwwwwwww w...........w..w w.............ww w...........1..w w..............w w..............w w............2.w w...w...g......w w...w..........w w..............w w..............w w..............w w..............w w.......11.....w w.........2....w w..1...........w w..............w ww.............w w.............3w ww....+........w w..w....A......w w..............w wwwwwwwwwwwwwwww
182,7.0,20.0,5.25227342804663,wwwwwwwwwwwwwwwwwwwwwwww w....2.................w ww.......2.............w w.....................ww w................+...1.w w...........w1.....w...w w.3..............A.....w w...g...........2......w w..w............3......w w......................w wwwwwwwwwwwwwwwwwwwwwwww
183,7.0,21.0,5.293304824724492,wwwwwwwwwwwwwwwww w.w.w..........ww w....wA.........w w.3.............w w...............w w...............w w...............w w...........w...w w....1......w...w w.....w.........w w.+.............w w...........w...w w...............w w...............w w...wg..........w w...........w...w w...............w w.....12........w w.............3.w w...............w w...............w w.........3.w...w w.......w.......w w1..............w wwwwwwwwwwwwwwwww
184,7.0,22.0,5.337538079701318,wwwwwwwwwwwwwwwwwwwwwww w......w.11...........w w........3............w w.w............w......w w.....+........2......w w..................A..w w..3.33...............w w..gw.................w wwwwwwwwwwwwwwwwwwwwwww
185,7.0,23.0,5.375278407684165,wwwwwwwwwwwwwwwwwwwwwwww w......................w w......................w w..........A...........w w.+.............1......w w...w.......g.w........w w...w.w....w.....w.....w w....2....w.w.......1..w w.......w...........3..w w.................w....w w.................w.w..w w2...................w.w w......................w w......w.............w.w w..............1.......w w......................w w.............w........w w............w.........w w...................1..w wwwwwwwwwwwwwwwwwwwwwwww
186,7.0,24.0,5.41610040220442,wwwwwwwwwwwwwwwwwwwwwwww w......................w w.3..............A.....w ww....w................w w......................w w......................w w............w.......w.w w......................w w.......2..............w w................2.....w w...w..w...............w w...........+.......w..w w........w.........1...w w......................w w......w.w...1.....w...w w......................w w......................w ww................1...ww w..3......w..g.........w wwwwwwwwwwwwwwwwwwwwwwww
187,7.0,25.0,5.455321115357702,wwwwwwwwwwwwwwwwwwwwwwww w......................w w.2..............1.....w w..........A...........w w+..............1......w w..w........g..........w w......................w w..w.w.....w.....w.....w w...2.....w.w..........w w......w............3..w w.................w....w w.................w.w..w w....................w.w w......................w w.....w..............w.w w..............1.......w w......................w w......................w w.............w........w w......................w w...................1..w wwwwwwwwwwwwwwwwwwwwwwww
188,7.0,26.0,5.488937726156687,wwwwwwwwww w...w....w w+1......w w........w w........w w3..2....w w2.....w.w w........w w.3...w..w w........w w.A......w w...2.1..w w...w.g..w wwwwwwwwww
189,7.0,27.0,5.5254529391317835,wwwwwwwwwwwwwwwwwwwwwwwwww w........................w w........................w w.....w...............2..w w................w.......w w...........1...w........w w...2.........w..........w w.............1..........w w......................w.w w...............w........w w....w...................w w...........w............w w...........w..w.........w ww....................w..w w...3..........w.......w.w w....................w...w w...............2...A.+..w w........................w wg..........w............w w........................w w......2.................w wwwwwwwwwwwwwwwwwwwwwwwwww
190,7.0,28.0,5.560681631015528,wwwwwwwwwwwwwwwwwwwwwwwww w.......................w w..2....................w w............A..........w w.+...............1.....w w.......................w w...w.........g.........w w2......................w w...w..w.....w..........w w...........w.w.........w w....w...w...........3..w w..................w....w w..................w.w..w w2....................w.w w.......................w w.......w....w......1.w.w w.......w........1......w w.......................w w......w........w.......w w.......................w w.......................w wwwwwwwwwwwwwwwwwwwwwwwww
191,7.0,29.0,5.5909869805108565,wwwwwwwwwwwwwwwwwww w.................w w........1........w w1w...............w w......w..........w w.................w w..............w..w w.2.......w.......w ww....2...........w w............+....w w................2w w.................w w.......w.........w w..1...w..........w w.................w w................ww w............g....w w......w..........w w.................w w.................w w...A.............w w.................w w..........ww.....w w.................w w.............1...w w.................w wwwwwwwwwwwwwwwwwww
192,7.0,30.0,5.6240175061873385,wwwwwwwwwwwwwwwwwwwwww w...............w....w w.........w..w....3..w w2...................w w...................ww wg..............w....w w.........1w...22....w w.....3.w.......w....w w.............w......w w....................w w...A.........+......w w..w.................w w....2...............w w......w.............w wwwwwwwwwwwwwwwwwwwwww
193,7.0,33.0,5.717027701406222,wwwwwwwwwwwwwwwwwwwwwww w........2............w w......w..............w ww....................w w....2.3...........3..w w..........A..........w w.....................w w.w..1..............+.w w.............w.......w w..........w..........w w..g..w...............w w.....................w w......w.........w.w..w w2....3w..............w w.....................w w...w.................w wwwwwwwwwwwwwwwwwwwwwww
194,7.0,34.0,5.7430031878094825,wwwwwwwwwwwwwwwwwwwwwwww w.........2............w w.......w..............w ww.....................w w....2..3...........3..w w...........A..........w w......................w w.w..1...............+.w w..............w.......w w...........w..........w w..g...w...............w w......................w w.......w.........w.w..w w2.....3w..............w w......................w w...w..................w wwwwwwwwwwwwwwwwwwwwwwww
195,7.0,35.0,5.771441123130016,wwwwwwwwwwwwwwwwwwwwwwww w......................w w...w...1..............w w...............+...w..w w.......w..........w.w.w w....w......w....2.....w w................w.....w w.........3............w w..............w.......w w...3g..............w..w w..w...3...............w w...............3......w w...........1...w......w w.w...................Aw wwwwwwwwwwwwwwwwwwwwwwww
196,7.0,37.0,5.82600010738045,wwwwwwwwwwwwwwwwwwwwww w.................+..w w....................w w...3................w w....................w w....................w w....................w w....................w w..........A..w......w w.............2......w w..3.........w.......w w...3................w w....w...............w w..............2.....w w..................w.w w..w......w..........w w....................w w..3.................w w....................w w....w.........g.....w ww.........w......w.ww w..w...........1.....w wwwwwwwwwwwwwwwwwwwwww
197,7.0,39.0,5.877735781779639,wwwwwwwwwwwwwww w1w...........w w.............w w.w.ww...w....w ww............w w.............w w......A......w w.............w w.........g...w w....1......1.w w.............w w.............w w.............w w...2...w2....w w.............w w.............w w.............w w..1..........w w+............w w.ww..........w w3......w....ww wwwwwwwwwwwwwww
198,7.0,41.0,5.924255797414532,wwwwwwwwwwwww w......w....w w.w..w......w ww..........w ww...2......w w...........w w....w.A....w w...........w w.....1...g.w w....1.....1w w...........w w...........w w...........w w...........w w...2....2..w w...........w w...........w w...........w w...........w w+..........w w.w.........w w3......w...w w...........w wwwwwwwwwwwww
199,8.0,9.0,4.68213122712422,wwwwwwwwwwwwwwww w..............w w...3..........w w.w....+..g....w w...3..w.......w w.....1........w w..2..A..3.....w w...........w.ww w..1...2.......w w......w.ww....w ww............ww w..............w w..............w w...........1..w w..............w w..............w w..............w w....w.....w...w wwwwwwwwwwwwwwww
200,8.0,10.0,4.74493212836325,wwwwwwwwwww w2........w w...g..+..w w.........w w.w...3...w w1.......Aw w........ww w.........w w.........w w.....w...w w.........w w.........w w...2.....w w13.......w w.........w w2........w w.........w w.......w.w w......w..w w.........w w.........w ww.w......w w....2....w w.........w wwwwwwwwwww
201,8.0,11.0,4.804021044733257,wwwwwwwwwwwwwwwww w.....ww......1.w w....1..........w w...w..2...w..A.w w.............g.w w........w.+....w w.2.........2.w.w w......3.w....www w...........2..3w wwwwwwwwwwwwwwwww
202,8.0,12.0,4.867534450455582,wwwwwwwwwwwwwwwwwww ww.......2.w......w w..........w...3w.w w.................w w........g........w w..w+.....3...1.w.w w.........w....w.3w w.....A...w3...2w.w w.......1...w.....w wwwwwwwwwwwwwwwwwww
203,8.0,13.0,4.919980925828125,wwwwwwwwwwwwwwww w.....ww.....1.w w..............w w...w..2..w..A.w w............g.w w.....3..3.....w w........w+....w w..........2.w.w w......3.w...www w..........2..3w wwwwwwwwwwwwwwww
204,8.0,14.0,4.976733742420574,wwwwwwwww w..w....w w.......w w..A....w w.1.....w w....w..w w....1..w w.......w w..+....w w.1.....w w.......w w.w.1ww.w w......2w w.2...3.w w.......w w..gw...w w..w..3.w wwwwwwwww
205,8.0,15.0,5.030437921392435,wwwwwwwwwwwwwwwwww w................w w................w w.........w..w...w w......w....w3...w w....w..........ww w.......w.1......w w........w.......w w...............ww w...2............w w.g..+.........w.w w.....3..........w w....w..w........w w................w ww...............w w............1...w w....2...........w w.A............3.w w................w w................w w................w w................w w.3.........w....w wwwwwwwwwwwwwwwwww
206,8.0,16.0,5.081404364984463,wwwwwwwwwwwwwwwwwwww w....+g...1........w w..................w w..................w w..w...............w w..w..............3w w..w..w............w ww...............3.w ww.w2.......w....w.w w.........A........w w..w...2.........www w....2....w........w w..................w w..................w w..................w w.......3......2...w wwwwwwwwwwwwwwwwwwww
207,8.0,17.0,5.1298987149230735,wwwwwwwww w1.w..w.w ww..w..ww w...+...w w..2....w ww....1.w w.......w w.......w w....g..w w..2....w ww...12.w w..A...ww w.......w w.......w w....w..w w.......w w3......w w......1w wwwwwwwww
208,8.0,19.0,5.225746673713202,wwwwwwwwwwwwwwwwwwwwwww w.........w.w...2.....w w.....................w w.......2.............w w......2......2......ww w.....................w w....2.......w........w w.......w..3..........w w........+......w.....w w...........2.w.......w w.....................w w.....w...2....w......w w..w...A..............w w.....................w w............w........w w....g.....ww.........w wwwwwwwwwwwwwwwwwwwwwww
209,8.0,20.0,5.267858159063328,wwwwwwwwwwww w........2.w w.........ww w......g...w w..........w w......w...w w....w.....w w.......w..w w..........w w.......3..w w...+......w w..........w w..........w w...1......w w3....3....w w.w........w w...2......w w..A......ww w.......3..w w.....3....w w.........ww w......w...w wwwwwwwwwwww
210,8.0,21.0,5.308267697401205,wwwwwwwwwwwwwwww w.w...........ww w.....A........w w.3............w w..............w w..............w w.......1..w...w w...1.w.w..w...w w....1.....w...w w.....w.......ww w.+............w w..........w...w w..............w w..............w w...wg.........w w..........w...w w..............w w.....1........w w..............w w.....2........w w..............w w........3.w...w ww......w......w w1.............w wwwwwwwwwwwwwwww
211,8.0,22.0,5.351858133476067,wwwwwwwwwwwwww w............w w..........w.w w............w w.w....w.....w w....w.2.....w w1...........w w............w w............w w.........w..w w............w w3.....1...3.w w............w w............w w.....w.w....w w.........w..w wg.........A.w w.....w......w w..........w.w w......23....w w....2.......w w...+........w w............w wwwwwwwwwwwwww
212,8.0,23.0,5.389071729816501,wwwwwwwwwwwwwwwwwwwwwwwww w.......................w w.......................w w..........A............w w.+..............1......w w...w.......g.w.........w w...w.w....w......w.....w w....2....w.w........1..w w.......w............3..w w..................w....w w..................w.w..w w2....................w.w w.......................w w......w..............w.w w...............1.......w w.......................w w...........2.w.........w w............w..........w w....................1..w wwwwwwwwwwwwwwwwwwwwwwwww
213,8.0,24.0,5.429345628954441,wwwwwwwwwwwwwwwwwwwwwwwww w.......................w w.31..............A.....w ww.....w................w w.......................w w.......................w w.............w.......w.w w.......................w w........2..............w w.................2.....w w....w..w...............w w..1.........+.......w..w w.........w.........1...w w.......................w w.......w...........w...w w.......................w w.......................w ww.................1...ww w...3......w..g.........w wwwwwwwwwwwwwwwwwwwwwwwww
214,8.0,25.0,5.4638318050256105,wwwwwwwwwwwwwwwwwwwwwwww w......................w w......................w w......................w w...........A..........w w.+..............1.....w w...w........g.........w w2..................1..w w...w.w.....w..........w w....2.....w.w......1..w w....w..............3..w w.................w....w w.................w.w..w w....................w.w w......................w w......w.............w.w w.......w.......1......w w......................w w......................w w..............w.......w w.............w........w w...................1..w wwwwwwwwwwwwwwwwwwwwwwww
215,8.0,26.0,5.501258210544727,wwwwwwwwwwwwwww ww............w w.1...g.......w w.............w w.........A...w w...w.......2.w w...1......w..w w.............w w.........w...w w.+w...2.w.w..w w.............w w..2w.......w.w w.........w.w.w w.w.2..3......w w.............w w.............w w..ww....1....w wwwwwwwwwwwwwww
216,8.0,27.0,5.53338948872752,wwwwwwwwwwwwwwwwwwwwwwwwww w........................w w..2...............1.....w w............A...........w w.+...............1......w w...w.........g..........w w2.......................w w...w..w.....w.....w.....w w....2......w.w..........w w...................w....w w...................w.w..w w2.....................w.w w........................w w.......w..............w.w w........w.......1.......w w........................w w........................w w...............w........w w..............w.........w w.....................1..w wwwwwwwwwwwwwwwwwwwwwwwwww
217,8.0,28.0,5.568344503761097,wwwwwwwwwwwwwwwwwwwwwwwww w.......................w w..2....................w w............A..........w w.+...............1.....w w.......................w w...w.........g.........w w2......................w w...w..w.....w..........w w....2......w.w.........w w....w...w...........3..w w..................w....w w..................w.w..w w2....................w.w w.......................w w.......w.............w.w w................1......w w.......................w w.......................w w...............w.......w w.......................w w....................1..w wwwwwwwwwwwwwwwwwwwwwwwww
218,8.0,29.0,5.6021188208797,wwwwwwwwwwwwwwwwww w................w w........1.......w w1...............w w......w.........w w................w w..............w.w w.2.......w.2....w ww....2..........w w............+...w w...............2w w................w w.......w........w w..1...w.........w w................w w...............ww w............g...w w......w.........w w................w w................w w...A............w w................w w..........ww....w w.............1..w w................w wwwwwwwwwwwwwwwwww
219,8.0,30.0,5.631211781821365,wwwwwwwwwwwwwwwwwwwwww w...............w....w w.........w..w....3..w w2...................w w...................ww w....................w wg..............w....w w.2.......1w...22....w w.....3.w............w w.............w......w w....................w w...A.........+......w w..w.................w w....2...............w w....................w wwwwwwwwwwwwwwwwwwwwww
220,8.0,31.0,5.662960480135946,wwwwwwwwwwwwww w......w...g.w w.........1..w w............w w....2.......w w.w...3....w.w w............w w.....w......w w....w.......w w............w w............w w............w w1..ww.....w.w w....1.w.w3.1w w.+......A...w w............w w............w w..........2.w w..........w.w w............w w..........w.w wwwwwwwwwwwwww
221,8.0,32.0,5.6937321388027,wwwwwwwwwwwwwwwwwwwwwww w.....................w w...3......w.......3..w w....................ww wg...............w....w w..........1w...22....w w.....3.w........w....w w.....................w w..........w..........w w...A..........+......w w..w............3.....w w....2................w wwwwwwwwwwwwwwwwwwwwwww
222,8.0,33.0,5.723585101952381,wwwwwwwwwwwwww w..+.........w w......wwg...w w............w w.......w..22w www........w.w w..........w.w w........2..3w w........w...w w............w w............w w...........ww w.3..........w w............w w............w w............w w.........3..w w............w w.......2....w w.3..........w w............w w......A.....w wwwwwwwwwwwwww
223,8.0,34.0,5.749392985908253,wwwwwwwwwwwwwwwwwww w....w........A...w w............w....w w..........w......w w.............2...w ww........2.......w w....2.3..2.......w w.3...............w w+.1..3......g....w w..w..............w wwwwwwwwwwwwwwwwwww
224,8.0,37.0,5.831882477283517,wwwwwwwwwwwwwwwwwwww w.....w........A...w w....w........w....w w...........w......w w..............2...w ww.........2.......w w.....2.3..2.......w w..................w w.3................w w+.1...3......g....w w..w...............w wwwwwwwwwwwwwwwwwwww
225,8.0,38.0,5.855071922202427,wwwwwwwwwwwwwwwwwwwwww w.................+..w w....................w w...3................w w....................w w....................w w....................w w....................w w..........A..w......w w.............2......w w..3.........w.......w w...3................w w....w...............w w...w..........2.....w w..................w.w w....................w w..w......w...3......w w....................w w..3.................w w....................w w....w.........g.....w ww.........w......w.ww w..w...........1.....w wwwwwwwwwwwwwwwwwwwwww
226,8.0,39.0,5.8805329864007,wwwwwwwwwwwwwwww w1.............w w.w.ww.........w ww.............w ww...2........1w w..............w w......A.......w w..............w w.....1...g....w w....1.........w w..............w w..............w w..............w w...2....2.....w w..............w w..............w w..............w w..1...........w w+.............w w.ww...........w w.......w.....ww wwwwwwwwwwwwwwww
227,9.0,6.0,4.574710978503383,wwwwwwwwwww w.w..2...3w w...1.....w w......w..w w.........w w.........w w.2......ww w...1.3w..w w.......3.w w...w.....w w......g..w w.....1+w.w w.3.w.....w w.w.w.A...w w..w......w wwwwwwwwwww
228,9.0,11.0,4.852030263919617,wwwwwwwwww wA.2....2w w...+1.13w w2.3....ww w1..w3wg.w wwwwwwwwww
229,9.0,12.0,4.90527477843843,wwwwwwwwwwwwwwwwwwww ww.......2.w.......w w..........w...3...w w..................w w........g..1......w w..w+.....3...1.w..w w.........w......3.w w.....A...w3...2w..w w.......1...w......w wwwwwwwwwwwwwwwwwwww
230,9.0,13.0,4.955827057601261,wwwwwwwwwwwwwww w....ww.......w w........w.w..w w...w.2..w3.A.w w...........g.w w....3..3.....w w.......w+....w w....3....2.w.w w.....3.w...www w.........2..3w wwwwwwwwwwwwwww
231,9.0,14.0,5.0106352940962555,wwwwwwwwww w1.w...w.w ww..w...ww w...+....w w........w ww.....1.w w.....g..w w..2.w...w w.....12.w w..A....ww w........w w........w w...2.w..w w......1.w w.2.....1w wwwwwwwwww
232,9.0,15.0,5.056245805348308,wwwwwwwww w.......w w.......w w...3A..w w.....1.w w.......w w3....w.w w1..23..w w....w2.w w.......w w1......w w+.....ww wg..www.w ww.....2w wwwwwwwww
233,9.0,16.0,5.10594547390058,wwwwwwwwwwwwwwww w..............w w.............2w w..............w w......w...w...w w.+....2...1...w w.2......1.w...w w...3....w.....w w......1A......w wg.w.....w...2.w w..1...........w wwwwwwwwwwwwwwww
234,9.0,17.0,5.153291594497779,wwwwwwwwwwwwwwwwww w................w w................w w................w w.........w..w...w w......w.w..w3...w w.....w.........ww w.......w.1......w w........w.......w w...............ww w....2...........w w.g...+........w.w w................w w.....w.w........w w................w ww...............w w............1...w w....w2..2.......w w.A............3.w w................w w................w w................w w3..w............w w.3..............w wwwwwwwwwwwwwwwwww
235,9.0,19.0,5.241747015059643,wwwwwwwwwwwwwwwwwwwwwww w...........w...2.....w w.....................w w.......2.............w w......2......2......ww w.....................w w....2.......w........w w2......w..3..........w w........+......w.....w w...........2.w.......w w.....................w w.....w...2....w......w w..w...A..............w w.....................w w............w........w w....g.....ww.........w wwwwwwwwwwwwwwwwwwwwwww
